رقم  السجل,حالة السجل,انشاء السجل,انتهاء السجل,رقم الرخصة,حالة الرخصة,انشاء الرخصة,انتهاء الرخصة,اسم المنشاة,التصنيف الرئيسي,التصنيف الفرعي,ص.ب,هاتف,البلدية,المنطقة,رقم الشارع,وصف الشارع,رقم المبنى,الحي,اسم الحي,كود النشاط,اسم النشاط
129563,منتهية,30-JAN-19,29-JAN-21,188396,نشط,18-NOV-20,13-NOV-21,مشيريب ليموزين,تجاري,مكتب تجاري,,+974662446202,بلدية الدوحة,6,948,ابن مالك,1,8,الغانم العتيق,4921211,خدمة الليموزين
126770,نشط,05-DEC-18,04-DEC-21,166608,نشط,20-JAN-19,14-JAN-22,ترحال لخدمات الليموزين,تجاري,مكتب تجاري,,+97433511116,بلدية الريان,51,619,الهضاب,3,47,الغرافة,4921211,خدمة الليموزين
130001,منتهية,10-FEB-19,09-FEB-21,170415,معلق,28-MAR-19,18-SEP-21,سينسير ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,16,840,الوفاق,9,8,الغانم العتيق,4921211,خدمة الليموزين
128380,نشط,08-JAN-19,07-JAN-22,168933,معلق,27-FEB-19,21-FEB-22,وست باي ليموزين,تجاري,مكتب تجاري,,+97450049216,بلدية الدوحة,34,362,الجزيرة العربية,94,32,مدينة خليفة الجنوبية,4921211,خدمة الليموزين
135057,نشط,19-JUN-19,15-DEC-21,46847,معلق,,19-JAN-22,الواحه للمواصلات,تجاري,مكتب تجاري,,+974,بلدية الدوحة,16,220,220,36,8,الغانم العتيق,4922901,تاجير السيارات بدون سائق
91528,نشط,04-JAN-17,03-JAN-22,133981,معلق,09-APR-17,03-APR-22,ليموزين تايم,تجاري,مكتب تجاري,12528,+97433666650,بلدية الريان,56,461,461,191,97,المعمورة,4921211,خدمة الليموزين
110279,نشط,08-JAN-18,07-JAN-22,147683,نشط,11-FEB-18,05-FEB-22,ميد ويل ليموزين,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,722,الماجدة,56,128,ام صلال محمد,4921211,خدمة الليموزين
107447,نشط,29-NOV-17,28-NOV-21,85066,معلق,,31-DEC-21,الوعب لتأجير السيارات والدراجات,تجاري,مكتب تجاري,,+97466565065,بلدية الدوحة,13,975,السد,728,1000,لا يوجد,4922901,تاجير السيارات بدون سائق
121922,نشط,05-SEP-18,04-SEP-21,158678,نشط,27-SEP-18,21-SEP-21,الانساف ليموزين,تجاري,مكتب تجاري,,+97466789081,بلدية الدوحة,5,860,الاصمخ,36,5,النجادة,4921211,خدمة الليموزين
90964,نشط,22-DEC-16,21-DEC-21,130877,نشط,20-FEB-17,14-FEB-22,ون تو جو لليموزين,تجاري,مكتب تجاري,,+97450066649,بلدية الشمال,79,270,طريق العريش,16,424,مدينة الشمال,4921211,خدمة الليموزين
89427,نشط,13-NOV-16,12-NOV-21,126083,نشط,14-NOV-16,08-NOV-21,ليموزين ليفربول,تجاري,مكتب تجاري,,+974,بلدية الدوحة,36,362,الجزيرة العربية,123,34,المسيلة,4921211,خدمة الليموزين
35303/1,منتهية,17-JUL-08,27-SEP-20,38104,معلق,,23-OCT-20,فيرست لتاجير السيارات,تجاري,مكتب تجاري,,,بلدية الدوحة,13,975,سميسمة,,1000,لا يوجد,4922901,تاجير السيارات بدون سائق
53663/1,نشط,18-MAR-14,27-DEC-21,98153,نشط,,17-MAR-22,بلانكتون ليموزين,تجاري,مكتب تجاري,66889264,+974,بلدية الدوحة,45,310,شارع المطار,272,44,المطار العتيق,4922901,تاجير السيارات بدون سائق
55204,نشط,08-APR-12,07-APR-22,86788,نشط,,03-JUN-22,بلادي للمواصلات وتاجير السيارات,تجاري,مكتب تجاري,,,بلدية الدوحة,23,221,الخليج,7,786,فريج بن محمود 23,4922901,تاجير السيارات بدون سائق
108337,نشط,13-DEC-17,12-DEC-21,145856,نشط,09-JAN-18,03-JAN-22,بيناكل ليموزين,تجاري,مكتب تجاري,50075,+97470450078,بلدية الدوحة,47,902,الشوفان,27,1000,لا يوجد,4921211,خدمة الليموزين
134846,نشط,13-JUN-19,09-DEC-21,174348,نشط,17-JUL-19,07-JAN-22,المقعد المريح  ليموزين,تجاري,مكتب تجاري,cs.limo.qr@gmail.com,+97430477042,بلدية الريان,55,180,عثمان بن عفان,69,84,العزيزية,4921211,خدمة الليموزين
135444,نشط,01-JUL-19,27-DEC-21,177645,معلق,05-NOV-19,30-OCT-21,مملكه الزهور ليموزين,تجاري,مكتب تجاري,91451,+974٥٥٢٢٥٢٥٩,بلدية الريان,53,447,ام الماء,3,65,الريان الجديد,4921211,خدمة الليموزين
135528,نشط,02-JUL-19,28-DEC-21,184107,معلق,17-AUG-20,12-AUG-21,فاست اند سيف ليموزين,تجاري,مكتب تجاري,15076,+97470522225,بلدية الدوحة,24,840,شارع الروابي,4,20,روضة الخيل,4921211,خدمة الليموزين
125943,منتهية,19-NOV-18,18-NOV-20,164597,معلق,17-DEC-18,11-DEC-20,ودني للخدمات,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,750,ام اصلال,63,128,ام صلال محمد,6201002,خدمات النقل البري عن طريق التطبيقات الالكترونية
138242,نشط,26-SEP-19,25-SEP-21,176606,نشط,03-OCT-19,27-SEP-21,احمد ليموزين,تجاري,مكتب تجاري,32203,+97466655286,بلدية الدوحة,38,150,طريق الريان,171,38,السد,4921211,خدمة الليموزين
139307,نشط,29-OCT-19,28-OCT-21,183661,نشط,29-JUL-20,24-JUL-22,كاب راايد للنقليات والتجارة,تجاري,مكتب تجاري,,,بلدية الظعاين,69,319,الشارع الخامس,34,114,جبل ثعيلب,6201002,خدمات النقل البري عن طريق التطبيقات الالكترونية
140351,نشط,03-DEC-19,02-DEC-21,179583,معلق,09-JAN-20,03-JAN-22,بيست رايد ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,5,119,براحة الجفيري,72,6,براحة الجفيري,4921211,خدمة الليموزين
139575,نشط,05-NOV-19,04-NOV-21,187667,معلق,02-NOV-20,28-OCT-21,ذا كرو ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,55,185,العزيزية,5,84,العزيزية,4921211,خدمة الليموزين
140168,نشط,26-NOV-19,25-NOV-21,179875,نشط,19-JAN-20,13-JAN-22,ليموزين سوبر فلاي,تجاري,مكتب تجاري,91174,70250070,بلدية الدوحة,25,950,المنصورة,24,22,فريج بن درهم,4921211,خدمة الليموزين
60555/1,نشط,22-MAY-13,07-NOV-21,93272,نشط,,14-DEC-21,هولي برو جروب ليموزين سيرفيسس,تجاري,مكتب تجاري,92807,55949262,بلدية الدوحة,34,362,الجزيره العربية,128,32,مدينة خليفة الجنوبية,4921211,خدمة الليموزين
141339,نشط,08-JAN-20,07-JAN-22,191427,نشط,03-FEB-21,29-JAN-22,بينك كار ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,447,ام الماء,3,65,الريان الجديد,4921211,خدمة الليموزين
140580,نشط,11-DEC-19,10-DEC-21,181066,معلق,01-MAR-20,24-FEB-22,دوحة فيجن لتأجير السيارات,تجاري,محل تجارى,,66434488,بلدية الدوحة,37,232,احمد بن علي,141,35,فريج بن عمران,4922901,تاجير السيارات بدون سائق
140608,نشط,12-DEC-19,11-DEC-21,188168,نشط,15-NOV-20,10-NOV-21,ليموزين بريتوريان الدوحه,تجاري,مكتب تجاري,,+974,بلدية الريان,55,340,طريق سلوى,236,428,الوعب,4921211,خدمة الليموزين
141523,نشط,14-JAN-20,13-JAN-22,180738,نشط,18-FEB-20,12-FEB-22,بشرى ليموزين,تجاري,مكتب تجاري,,+97470069288,بلدية الدوحة,16,960,بيت الحكمة,13,8,الغانم العتيق,4921211,خدمة الليموزين
141455,نشط,12-JAN-20,11-JAN-22,180452,نشط,09-FEB-20,03-FEB-22,بيك كويك لتأجير السيارات,تجاري,مكتب تجاري,36249,+97470929659,بلدية الدوحة,34,362,الجزيرة العربية,128,32,مدينة خليفة الجنوبية,4922901,تاجير السيارات بدون سائق
141815,نشط,29-JAN-20,28-JAN-22,181353,نشط,10-MAR-20,05-MAR-22,ضياء لليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,26,320,نجمه,11,23,نجمة,4921211,خدمة الليموزين
143618,منتهية,28-JUN-20,28-JUN-21,182439,منتهية,30-JUN-20,25-JUN-21,ليموزين مواتر,تجاري,مكتب تجاري,,,بلدية الريان,56,781,781,2,97,المعمورة,4921211,خدمة الليموزين
143806,نشط,06-JUL-20,06-JUL-21,187379,معلق,27-OCT-20,22-OCT-21,المعمورة لتأجير السيارات,تجاري,مكتب تجاري,,,بلدية الريان,55,185,العزيزية,5,84,العزيزية,4922901,تاجير السيارات بدون سائق
146322,نشط,22-SEP-20,22-SEP-21,186365,معلق,05-OCT-20,30-SEP-21,المميز لخدمات لليموزين,تجاري,مكتب تجاري,24141,31000543,بلدية الدوحة,42,250,الدائري الرابع,86,43,الهلال,4921211,خدمة الليموزين
147052,نشط,11-OCT-20,11-OCT-21,194594,معلق,05-MAY-21,30-APR-22,يو رايد لتأجير السيارات,تجاري,مكتب تجاري,,,بلدية الدوحة,27,950,950,20,489,ام غويلينة,4922901,تاجير السيارات بدون سائق
146818,نشط,04-OCT-20,04-OCT-21,186905,نشط,18-OCT-20,13-OCT-21,كيو ميناء للتجارة الالكترونية والنقل البري,تجاري,مكتب تجاري,,,بلدية الدوحة,40,230,الدائري الثالث,311,41,اسلطة الجديدة,6201002,خدمات النقل البري عن طريق التطبيقات الالكترونية
151142,نشط,31-JAN-21,31-JAN-22,194137,نشط,20-APR-21,15-APR-22,ساليوت لتأجير السيارات,تجاري,مكتب تجاري,,,بلدية الدوحة,39,840,المرقاب الجديد,4,790,السد 39,4922901,تاجير السيارات بدون سائق
148087,نشط,05-NOV-20,05-NOV-21,189475,نشط,16-DEC-20,11-DEC-21,مدينة المرخية الليموزين,تجاري,مكتب تجاري,20739,+97455658416,بلدية الريان,53,740,التجاري,84,88,معيذر,4921211,خدمة الليموزين
150731,نشط,19-JAN-21,19-JAN-22,191360,معلق,02-FEB-21,28-JAN-22,ذا ام لتاجير السيارات,تجاري,مكتب تجاري,18816,66118899,بلدية الظعاين,69,110,الظعاين,59,114,جبل ثعيلب,4922901,تاجير السيارات بدون سائق
152167,نشط,11-MAR-21,11-MAR-22,193670,نشط,07-APR-21,02-APR-22,الاندلس ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,56,781,لبرثة,2,94,بو هامور,4921211,خدمة الليموزين
152831,نشط,01-APR-21,01-APR-22,194127,نشط,20-APR-21,15-APR-22,عبر المسافات لليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,16,960,طارق بن زياد,26,780,الغانم العتيق 16,4921211,خدمة الليموزين
111137,نشط,18-JAN-18,17-JAN-22,147664,معلق,11-FEB-18,05-FEB-22,واليا ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,989,ال شافي,60,65,الريان الجديد,4921211,خدمة الليموزين
108744,نشط,24-DEC-17,23-DEC-21,145580,نشط,03-JAN-18,28-DEC-21,ليموزين النسر,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,600,ام صلال,51,128,ام صلال محمد,4921211,خدمة الليموزين
92200,نشط,18-JAN-17,17-JAN-22,130974,معلق,21-FEB-17,15-FEB-22,طريق الخير لخدمة الليموزين,تجاري,مكتب تجاري,,,بلدية الريان,53,740,الشارع التجاري,81,65,الريان الجديد,4921211,خدمة الليموزين
99232,نشط,24-MAY-17,19-NOV-21,137667,نشط,19-JUN-17,10-DEC-21,جرافيك ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,53,530,530 الوجبه,365,65,الريان الجديد,4921211,خدمة الليموزين
74806,نشط,27-AUG-15,25-AUG-21,188728,معلق,26-NOV-20,21-NOV-21,درب الأمان لتأجير السيارات,تجاري,مكتب تجاري,,+974,بلدية الريان,56,340,طريق سلوى,386,95,عين خالد,4922901,تاجير السيارات بدون سائق
48340,نشط,30-DEC-10,27-DEC-21,78080,نشط,,25-FEB-22,ايفيس قطر,تجاري,مكتب تجاري,,+974,بلدية الدوحة,40,820,علي بن ابي طالب,84,41,اسلطة الجديدة,4922901,تاجير السيارات بدون سائق
116258,نشط,19-APR-18,18-APR-23,160684,نشط,24-OCT-18,18-OCT-21,جلف كار لتأجير السيارات,تجاري,مكتب تجاري,,,بلدية الدوحة,14,339,شارع الهندسة,83,12,فريج عبد العزيز,4922901,تاجير السيارات بدون سائق
95838/1,نشط,22-MAR-17,05-OCT-21,136705,نشط,27-MAY-17,17-NOV-21,ليموزين البلد,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,726,ام صلال محمد,11,128,ام صلال محمد,4921211,خدمة الليموزين
107624,منتهية,03-DEC-17,03-DEC-19,145814,معلق,08-JAN-18,03-JAN-20,اولا كارس ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,55,340,طريق سلوى,446,84,العزيزية,4921211,خدمة الليموزين
104499,نشط,08-OCT-17,07-OCT-21,60949,نشط,,02-NOV-21,مارينا لتأجير السيارات,تجاري,مكتب تجاري,23433,+97455896571,بلدية الريان,56,340,طريق سلوى,299,95,عين خالد,4922901,تاجير السيارات بدون سائق
101905,منتهية,01-AUG-17,27-JAN-21,140280,نشط,14-SEP-17,08-SEP-21,المسك ليموزين,تجاري,مكتب تجاري,96371,50526040,بلدية الريان,53,447,ال شافي,3,65,الريان الجديد,4921211,خدمة الليموزين
113593,نشط,28-FEB-18,27-FEB-22,149623,معلق,20-MAR-18,14-MAR-22,وثاق لتأجير السيارات,تجاري,محل تجارى,38388,+97433359145,بلدية الدوحة,38,955,السلامه,6,38,السد,4922901,تاجير السيارات بدون سائق
113359,نشط,25-FEB-18,24-FEB-22,153392,نشط,31-MAY-18,21-NOV-21,رويال ستريت ليموزين,تجاري,محل تجارى,,+97477045050,بلدية الريان,56,340,طريق سلوى,299,94,بو هامور,4921211,خدمة الليموزين
123475,نشط,03-OCT-18,02-OCT-21,161211,نشط,31-OCT-18,25-OCT-21,ستار كاب ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,615,التوبة,65,88,معيذر,4921211,خدمة الليموزين
148411,نشط,12-NOV-20,12-NOV-21,14523,معلق,,13-SEP-21,شركه التيسير لتاجير السيارات,تجاري,محل تجارى,,,بلدية الدوحة,42,310,المطار,54,43,الهلال,4922901,تاجير السيارات بدون سائق
133965,نشط,08-MAY-19,03-NOV-21,173495,نشط,23-JUN-19,14-DEC-21,شيري ليموزين,تجاري,مكتب تجاري,2881,+97450766644,بلدية الريان,53,790,ام الدوم,260,88,معيذر,4921211,خدمة الليموزين
88445,منتهية,16-OCT-16,16-OCT-18,125218,معلق,26-OCT-16,21-OCT-18,اسطنبول لتأجير السيارات,تجاري,مكتب تجاري,,,بلدية الريان,53,989,آل شافي,24,65,الريان الجديد,4922901,تاجير السيارات بدون سائق
27200,نشط,28-JUL-05,13-FEB-22,51588,معلق,,25-JUL-21,المجد لتأجير السيارات,تجاري,مكتب تجاري,92911,+97455858880,بلدية الدوحة,38,933,سوق الخليج,7,38,السد,4922901,تاجير السيارات بدون سائق
58811,نشط,17-JAN-13,15-JAN-22,90287,معلق,,24-JAN-22,سيلفير ستار ليموزين اند ترانسبورتيشن,تجاري,محل تجارى,,+974,بلدية الريان,56,340,طريق سلوى,116,95,عين خالد,4922901,تاجير السيارات بدون سائق
14613/17,نشط,28-MAR-12,10-JAN-22,85499,معلق,,06-APR-21,ليموزين الشارقه,تجاري,مكتب تجاري,,+97433064151,بلدية ام صلال,71,430,عمرو بن الجموح,,127,الخريطيات,4921211,خدمة الليموزين
